doc_index,appeal_id,Субъект,Связь,Объект,Проблемный_признак,Тема,Категория_источника,Адрес,Дата,Контекст,raw_text,emotion_score,urgency_flag
478,appeal_000478,жители,опасно,дорога,нарушение содержания территории,инфраструктура,дворы и территории общего пользования,территории между домамиворошилова 25/2,2022-02-24,"Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.","Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.",0.0,False
478,appeal_000478,жители,опасно,дорога,аварийное состояние,инфраструктура,дворы и территории общего пользования,территории между домамиворошилова 25/2,2022-02-24,"Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.","Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.",0.0,False
478,appeal_000478,жители,опасно,парк/сквер,нарушение содержания территории,благоустройство,дворы и территории общего пользования,территории между домамиворошилова 25/2,2022-02-24,"Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.","Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.",0.0,False
478,appeal_000478,жители,опасно,парк/сквер,аварийное состояние,благоустройство,дворы и территории общего пользования,территории между домамиворошилова 25/2,2022-02-24,"Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.","Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.",0.0,False
478,appeal_000478,жители,опасно,здание/дом,нарушение содержания территории,жилищно-коммунальное,дворы и территории общего пользования,территории между домамиворошилова 25/2,2022-02-24,"Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.","Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.",0.0,False
478,appeal_000478,жители,опасно,здание/дом,аварийное состояние,жилищно-коммунальное,дворы и территории общего пользования,территории между домамиворошилова 25/2,2022-02-24,"Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.","Добрый вечер. Прошу обратить внимание на ситуацию с дорогами и внутридворовыми территориями в ЖК Ладожский парк. Колейность, наледь не дает возможности нормально проехать и припарковать автомобили, систематически возникают аварийные ситуации. Пожилые дети, маленькие дети и мамы с колясками лишены возможности нормально передвигаться на территории жилого комплекса. Из трех очередей нормально вычистили только одну из них. На территории между домамиВорошилова 25/2, 27/1, 27/2 , 29/1 не очистили вообще.",0.0,False
479,appeal_000479,жители,отсутствует,дороги,проблемный сигнал,дороги,дороги,,2022-02-24,"Нужен тягач, если и он не увязнет","Нужен тягач, если и он не увязнет",0.0,False
480,appeal_000480,жители,сообщает о проблеме,дорога,проблемный сигнал,инфраструктура,дороги,,2022-02-24,"club54549564 Выборгский район Санкт-Петербурга , вот такая сейчас дорога","[club54549564|Выборгский район Санкт-Петербурга], вот такая сейчас дорога",0.0,False
481,appeal_000481,жители,не убирает,дворовая территория,аварийное состояние,благоустройство,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,отсутствует,дворовая территория,аварийное состояние,благоустройство,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,опасно,дворовая территория,аварийное состояние,благоустройство,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,администрация,не убирает,дворовая территория,аварийное состояние,благоустройство,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,администрация,отсутствует,дворовая территория,аварийное состояние,благоустройство,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,администрация,опасно,дворовая территория,аварийное состояние,благоустройство,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,не убирает,дорога,аварийное состояние,инфраструктура,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,отсутствует,дорога,аварийное состояние,инфраструктура,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,опасно,дорога,аварийное состояние,инфраструктура,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,администрация,не убирает,дорога,аварийное состояние,инфраструктура,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,администрация,отсутствует,дорога,аварийное состояние,инфраструктура,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,администрация,опасно,дорога,аварийное состояние,инфраструктура,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,не убирает,здание/дом,аварийное состояние,жилищно-коммунальное,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,отсутствует,здание/дом,аварийное состояние,жилищно-коммунальное,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,жители,опасно,здание/дом,аварийное состояние,жилищно-коммунальное,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
481,appeal_000481,администрация,не убирает,здание/дом,аварийное состояние,жилищно-коммунальное,дороги,из льда составляет 15,2022-02-24,"Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.","Здравствуйте, Александр Дмитриевич, прошу вас разобраться с въездом во двор ул. Верхне-Каменская, д.7 к.1. Двор глухой, заезд и выезд только один, который ни кто не чистит, так как ни администрация приморского района, ни застройщик не признает это своей территорией. На данный момент колея из льда составляет 15 сантиметров, дорога аварийная, а другой дороги просто нет. Время выезда со двора составляет от 10-30 минут. Мы все жители дома очень просим Вас помочь разобраться в этом вопросе.",0.0,False
