Узел,Тип,Degree,In_Degree,Out_Degree,Betweenness,Степень
шоссе дома с 170,territory,0.02080624187256177,0.02080624187256177,0.0,0.0,16
appeal_000434,appeal,0.01950585175552666,0.0,0.01950585175552666,0.0,15
appeal_000316,appeal,0.01950585175552666,0.0,0.01950585175552666,0.0,15
коронавирус,theme,0.01950585175552666,0.011703511053315995,0.007802340702210663,4.3415802518533334e-08,15
лифт,object,0.018205461638491547,0.007802340702210663,0.010403120936280884,6.587831177395546e-06,14
appeal_000078,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
проспект луначарского 84к4,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000196,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000219,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
вы с сентября 2021,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000133,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000013,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000477,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000015,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000026,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
конце января 1,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000004,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
дома искровский проспект 6,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000027,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000044,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000050,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000042,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
примерно 15-20,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000405,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000064,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000485,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000482,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000047,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000447,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000388,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
дом постройки 1988,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000284,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000090,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000302,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
на улице руставели 59,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000490,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000003,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000200,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
на работу в 5-30,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000175,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
снег у дома 38,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000446,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000045,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000254,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
дом 4,territory,0.015604681404421327,0.015604681404421327,0.0,0.0,12
appeal_000127,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000096,appeal,0.015604681404421327,0.0,0.015604681404421327,0.0,12
appeal_000486,appeal,0.013003901170351106,0.0,0.013003901170351106,0.0,10
улучшение жилищных условий,theme,0.013003901170351106,0.007802340702210663,0.005201560468140442,4.3415802518533334e-08,10
до асфальта добровольцев 24,territory,0.013003901170351106,0.013003901170351106,0.0,0.0,10
наш дом 33к2,territory,0.013003901170351106,0.013003901170351106,0.0,0.0,10
appeal_000314,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000081,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000303,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000114,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000310,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000319,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000165,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000001,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000008,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000431,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000413,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000416,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000051,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000424,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000415,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000024,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000414,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
appeal_000453,appeal,0.011703511053315995,0.0,0.011703511053315995,0.0,9
ул планерная 73,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
улице евдокима огнева 22,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
рижский проспект 62,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
петергофское шоссе дом 15,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
непокоренных 74,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000456,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
ул. седова д. 73,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
во дворах чудновского 2/11,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
лед вдоль домов 20-40,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
дворе улицы добровольцев 48,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000441,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
appeal_000432,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
уборка на луначарского 42,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
ул. планерная д.67,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
улица ивановская 36,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000454,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
славянка ростовская ул 26к2,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000362,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
арка меду 4,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000308,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
appeal_000091,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
на композиторов 29,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
корпус 2,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000276,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
адресу пограничника гарькавого 28,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
бульвар трудящихся дом 17,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000233,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
appeal_000112,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
ул. краснопутиллвской в доме 61сидим,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
как 90-е,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
на самых незащищенных 3,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000183,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
appeal_000187,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
жильцы дома 9,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
что в 2007,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000139,appeal,0.010403120936280884,0.0,0.010403120936280884,0.0,8
елизарова 31,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
территории между домами 25/2,territory,0.010403120936280884,0.010403120936280884,0.0,0.0,8
appeal_000011,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000473,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000496,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
чудновского дом 1,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000285,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
перекрестку ежедневно с 6,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000299,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000297,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
слива являются более 15,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
где было 8,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000450,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
фото сделано 21,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000162,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000161,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000157,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000444,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
по адресу школьная 73,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
сегодня 23,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000100,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000291,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000336,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000334,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000176,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000174,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000173,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000439,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000433,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000462,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
на сегодняшний день 24,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000331,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000330,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000109,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000345,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000071,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000068,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000365,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000358,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000123,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
славянка колпинское шоссе 10 корпус 4,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000035,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000440,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000248,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000215,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
"мфц ""мои документы""",theme,0.007802340702210663,0.0039011703511053317,0.0039011703511053317,1.7366321007413334e-06,6
appeal_000402,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000227,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000060,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000209,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000207,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
ул шотмана дом 12,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000053,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
во дворе чудновского 2/11,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000048,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000417,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
дороге от дома 28,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000429,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
роспотребнадзор,theme,0.007802340702210663,0.0039011703511053317,0.0039011703511053317,1.7366321007413334e-06,6
appeal_000191,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000128,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000188,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000117,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
тротуар у дома 9,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
гатчинское шоссе 12кор,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
домами гатчинскоге шоссе 2,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
домом ленинмкий 67к1,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000038,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000012,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000132,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000082,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
домов колейность в 20,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000076,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000017,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000152,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000146,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000144,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
сегодня уже 23,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
appeal_000006,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
appeal_000005,appeal,0.007802340702210663,0.0,0.007802340702210663,0.0,6
энгельса 126 корпус 3,territory,0.007802340702210663,0.007802340702210663,0.0,0.0,6
цур,theme,0.006501950585175553,0.0039011703511053317,0.002600780234070221,4.3415802518533334e-08,5
строительство и архитектура,theme,0.006501950585175553,0.0039011703511053317,0.002600780234070221,4.3415802518533334e-08,5
безнадзорные животные,theme,0.006501950585175553,0.0039011703511053317,0.002600780234070221,4.3415802518533334e-08,5
пушкинская карта,theme,0.006501950585175553,0.0039011703511053317,0.002600780234070221,4.3415802518533334e-08,5
портал госуслуг (региональный),theme,0.006501950585175553,0.0039011703511053317,0.002600780234070221,4.3415802518533334e-08,5
физическая культура и спорт,theme,0.006501950585175553,0.0039011703511053317,0.002600780234070221,4.3415802518533334e-08,5
реклама,theme,0.006501950585175553,0.0039011703511053317,0.002600780234070221,4.3415802518533334e-08,5
сотрудникам ооо жкс 2,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
происходит в поликлинике 56,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
детская площадка,object,0.005201560468140442,0.002600780234070221,0.002600780234070221,1.1895929890078133e-05,4
вы с осени 2021,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
список на 2021,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000313,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
раз по телефону 004,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
улица дом 3,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
должен платить на 1,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000116,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000055,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000058,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000398,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000063,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
гололед вокруг дома 13,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
ул тихоокеанская д18,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
ленинский 74-76,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000119,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000065,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
ул авангардная д23,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
энергетиков дом 40/4,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
это было 13,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000079,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000401,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000399,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
же заменят маршрутку 289,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
парадная 5,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000057,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
выплаты как малоимущие 2,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000036,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000034,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000364,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000279,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000275,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000072,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
между домами союзный 10,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
петергофское шоссе 73,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
дворового колодца до 2,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
посещают коррекционную школу 34,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000226,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
дворе евдокима огнева 22,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
летом 2021,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000217,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000393,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000384,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000396,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000229,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
ребенку 3,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000234,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000418,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
ул гвардейская 8,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000052,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000426,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
ул. токарева 14,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000168,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
дома проезд 5-й,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
appeal_000312,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000493,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
appeal_000495,appeal,0.005201560468140442,0.0,0.005201560468140442,0.0,4
улице маршала казакова 82/1,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
рабочие скидывали с 5,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
большая пороховская 56,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
сделал прививки 3,territory,0.005201560468140442,0.005201560468140442,0.0,0.0,4
